,Year,Population,Country,GDP per capita (OWiD),Government Expenditure (IMF & Wiki),Region,Subregion
340,2007,20830832.0,Australia,44033.582,34.86655986,Oceania,Australia and New Zealand
341,2008,21247876.0,Australia,44421.64,37.35211789,Oceania,Australia and New Zealand
342,2009,21660898.0,Australia,44686.543,38.57650805,Oceania,Australia and New Zealand
343,2010,22019166.0,Australia,45400.223,38.40038,Oceania,Australia and New Zealand
344,2011,22357032.0,Australia,46132.0,36.743112,Oceania,Australia and New Zealand
345,2012,22729272.0,Australia,47045.13,38.17246311839837,Oceania,Australia and New Zealand
346,2013,23111788.0,Australia,47260.953,38.783640687543844,Oceania,Australia and New Zealand
347,2014,23469578.0,Australia,47753.848,39.462030533219625,Oceania,Australia and New Zealand
348,2015,23820240.0,Australia,48145.53,40.20920830945255,Oceania,Australia and New Zealand
349,2016,24195706.0,Australia,48675.137,41.02517401624262,Oceania,Australia and New Zealand
350,2017,24590336.0,Australia,49001.902,41.91244612436428,Oceania,Australia and New Zealand
351,2018,24979228.0,Australia,49614.387,42.866176152352374,Oceania,Australia and New Zealand
352,2019,25357168.0,Australia,49814.67,43.88869411089762,Oceania,Australia and New Zealand
353,2020,25670052.0,Australia,48268.945,44.98,Oceania,Australia and New Zealand
354,1880,4943751.0,Austria,3314.0,14.2153,Europe,Western Europe
355,1881,4987664.0,Austria,3419.0,17.01323,Europe,Western Europe
356,1882,5031834.0,Austria,3411.0,14.5459,Europe,Western Europe
357,1883,5076261.0,Austria,3521.0,14.72017,Europe,Western Europe
358,1884,5121081.0,Austria,3583.0,20.82946,Europe,Western Europe
359,1885,5166297.0,Austria,3531.0,15.95711,Europe,Western Europe
360,1886,5211912.0,Austria,3615.0,16.24543,Europe,Western Europe
361,1887,5257929.0,Austria,3832.0,16.14521,Europe,Western Europe
362,1888,5304353.0,Austria,3792.0,16.17244,Europe,Western Europe
363,1889,5352739.0,Austria,3725.0,17.87889,Europe,Western Europe
364,1890,5403121.0,Austria,3894.0,16.85651,Europe,Western Europe
365,1891,5455531.0,Austria,3995.0,20.47247,Europe,Western Europe
366,1892,5510005.0,Austria,4041.0,18.55354,Europe,Western Europe
367,1893,5566578.0,Austria,4025.0,19.69472,Europe,Western Europe
368,1894,5623731.0,Austria,4216.0,19.49537,Europe,Western Europe
369,1895,5681470.0,Austria,4285.0,17.64196,Europe,Western Europe
370,1896,5739803.0,Austria,4305.0,18.89618,Europe,Western Europe
371,1897,5798734.0,Austria,4352.0,20.20408,Europe,Western Europe
372,1898,5858271.0,Austria,4551.0,19.28169,Europe,Western Europe
373,1899,5918416.0,Austria,4600.0,18.20823,Europe,Western Europe
374,1900,5979176.0,Austria,4594.0,18.8302,Europe,Western Europe
375,1901,6040557.0,Austria,4565.0,19.56811,Europe,Western Europe
376,1902,6102565.0,Austria,4694.0,19.35849,Europe,Western Europe
377,1903,6165207.0,Austria,4688.0,19.19191,Europe,Western Europe
378,1904,6228492.0,Austria,4712.0,20.17007,Europe,Western Europe
379,1905,6292427.0,Austria,4925.0,17.80012,Europe,Western Europe
380,1906,6357018.0,Austria,5062.0,16.94882,Europe,Western Europe
381,1907,6422272.0,Austria,5321.0,20.54695,Europe,Western Europe
382,1908,6488195.0,Austria,5292.0,19.4815,Europe,Western Europe
383,1909,6538009.0,Austria,5222.0,24.89348,Europe,Western Europe
384,1910,6571587.0,Austria,5244.0,19.99204,Europe,Western Europe
385,1911,6588803.0,Austria,5364.0,19.75892,Europe,Western Europe
386,1912,6589530.0,Austria,5587.0,19.75321,Europe,Western Europe
387,1924,6553892.0,Austria,5042.0,15.72784,Europe,Western Europe
388,1925,6576779.0,Austria,5367.0,14.628724,Europe,Western Europe
389,1926,6599747.0,Austria,5440.0,16.394984,Europe,Western Europe
390,1927,6622795.0,Austria,5587.0,17.352784,Europe,Western Europe
391,1928,6645923.0,Austria,5829.0,17.813386,Europe,Western Europe
392,1929,6664878.0,Austria,5896.0,17.182811,Europe,Western Europe
393,1930,6679644.0,Austria,5716.0,20.570031,Europe,Western Europe
394,1931,6690204.0,Austria,5241.0,23.71043,Europe,Western Europe
395,1932,6696542.0,Austria,4686.0,21.35707,Europe,Western Europe
396,1933,6698643.0,Austria,4516.0,15.72833,Europe,Western Europe
397,1934,6700745.0,Austria,4546.0,18.2105,Europe,Western Europe
398,1935,6702847.0,Austria,4634.0,18.76914,Europe,Western Europe
399,1936,6704950.0,Austria,4774.0,16.98065,Europe,Western Europe
400,1937,6707053.0,Austria,5031.0,15.7169,Europe,Western Europe
401,1948,6897132.0,Austria,4406.0,33.206871,Europe,Western Europe
402,1949,6917983.0,Austria,5249.0,34.125043,Europe,Western Europe
403,1950,6936443.0,Austria,5907.0,36.615203,Europe,Western Europe
404,1951,6930432.0,Austria,6311.0,26.494748,Europe,Western Europe
405,1952,6927017.0,Austria,6323.0,22.259925,Europe,Western Europe
406,1953,6931796.0,Austria,6594.0,26.512758,Europe,Western Europe
407,1954,6939644.0,Austria,7261.0,24.820523,Europe,Western Europe
408,1955,6946266.0,Austria,8054.0,24.461645,Europe,Western Europe
409,1956,6951744.0,Austria,8603.0,24.539497,Europe,Western Europe
410,1957,6965322.0,Austria,9111.0,26.137918,Europe,Western Europe
411,1958,6986795.0,Austria,9416.0,28.766472,Europe,Western Europe
412,1959,7013602.0,Austria,9645.0,27.895915,Europe,Western Europe
413,1960,7046554.0,Austria,10391.0,36.909906,Europe,Western Europe
414,1961,7085440.0,Austria,10882.0,36.340748,Europe,Western Europe
415,1962,7128972.0,Austria,11078.0,38.189256,Europe,Western Europe
416,1963,7174878.0,Austria,11454.0,39.263407,Europe,Western Europe
417,1964,7222897.0,Austria,12062.0,39.286858,Europe,Western Europe
418,1965,7269892.0,Austria,12328.0,38.982042,Europe,Western Europe
419,1966,7320920.0,Austria,12930.0,39.369882,Europe,Western Europe
420,1967,7375632.0,Austria,13225.0,41.36193,Europe,Western Europe
421,1968,7413813.0,Austria,13742.0,41.643101,Europe,Western Europe
422,1969,7439324.0,Austria,14555.0,41.482343,Europe,Western Europe
423,1970,7465310.0,Austria,15537.0,40.354844,Europe,Western Europe
424,1971,7498548.0,Austria,16259.0,40.822741,Europe,Western Europe
425,1972,7542083.0,Austria,17169.0,40.820423,Europe,Western Europe
426,1973,7584024.0,Austria,17908.0,42.243912,Europe,Western Europe
427,1974,7597028.0,Austria,18583.0,42.810787,Europe,Western Europe
428,1975,7576929.0,Austria,18564.0,47.077266,Europe,Western Europe
429,1976,7563509.0,Austria,19448.0,49.55881,Europe,Western Europe
430,1977,7566357.0,Austria,20350.0,49.41722,Europe,Western Europe
431,1978,7560248.0,Austria,20293.0,52.89825,Europe,Western Europe
432,1979,7547482.0,Austria,21436.0,51.96674,Europe,Western Europe
433,1980,7547564.0,Austria,21932.0,52.39757,Europe,Western Europe
434,1981,7566318.0,Austria,21866.0,54.176,Europe,Western Europe
435,1982,7571291.0,Austria,22254.0,55.00268,Europe,Western Europe
436,1983,7559110.0,Austria,22944.0,55.34002,Europe,Western Europe
437,1984,7558564.0,Austria,23016.0,55.80547,Europe,Western Europe
438,1985,7562114.0,Austria,23514.0,56.93989,Europe,Western Europe
439,1986,7567247.0,Austria,24039.0,57.78373,Europe,Western Europe
440,1987,7572379.0,Austria,24409.0,58.3493,Europe,Western Europe
441,1988,7583766.0,Austria,25112.0,56.41097,Europe,Western Europe
442,1989,7619393.0,Austria,26078.0,54.90995,Europe,Western Europe
443,1990,7678732.0,Austria,26930.0,54.92958,Europe,Western Europe
444,1991,7755640.0,Austria,27689.771,56.21576,Europe,Western Europe
445,1992,7840816.0,Austria,28072.44,57.11526,Europe,Western Europe
446,1993,7905280.0,Austria,28101.229,60.31203,Europe,Western Europe
447,1994,7935366.0,Austria,28780.76,59.79424,Europe,Western Europe
448,1995,7947293.0,Austria,29621.682,60.39174,Europe,Western Europe
449,1996,7958043.0,Austria,30413.156,59.87065,Europe,Western Europe
450,1997,7967086.0,Austria,31173.049,57.20946,Europe,Western Europe
451,1998,7975856.0,Austria,32376.33,57.41596,Europe,Western Europe
452,1999,7991382.0,Austria,33608.297,56.91652,Europe,Western Europe
453,2000,8010425.0,Austria,34796.258,55.54919,Europe,Western Europe
454,2001,8039633.0,Austria,35272.223,54.80785,Europe,Western Europe
455,2002,8078994.0,Austria,35823.586,54.00186,Europe,Western Europe
456,2003,8120105.0,Austria,36063.12,54.40004,Europe,Western Europe
457,2004,8171215.0,Austria,36957.113,56.71067,Europe,Western Europe
458,2005,8227034.0,Austria,37642.76,52.96992,Europe,Western Europe
459,2006,8267771.0,Austria,38866.848,52.00873,Europe,Western Europe
460,2007,8294720.0,Austria,40305.273,51.47672,Europe,Western Europe
461,2008,8321134.0,Austria,40964.793,51.99422,Europe,Western Europe
462,2009,8342939.0,Austria,39463.656,55.69787,Europe,Western Europe
463,2010,8362829.0,Austria,40288.348,55.17099,Europe,Western Europe
464,2011,8391201.0,Austria,41446.0,52.71051,Europe,Western Europe
465,2012,8429641.0,Austria,41540.94,53.156369827589046,Europe,Western Europe
466,2013,8479542.0,Austria,41301.94,53.55448197876471,Europe,Western Europe
467,2014,8546066.0,Austria,41250.508,54.00742488996238,Europe,Western Europe
468,2015,8642422.0,Austria,41255.715,54.5162098034065,Europe,Western Europe
469,2015,8642422.0,Austria,41255.715,54.5162098034065,Europe,Western Europe
470,2016,8736491.0,Austria,41545.5,55.08083671909709,Europe,Western Europe
471,2017,8797497.0,Austria,42216.918,55.70308225734909,Europe,Western Europe
472,2018,8840518.0,Austria,43032.215,56.37954616931959,Europe,Western Europe
473,2019,8879939.0,Austria,43488.668,57.11185208353657,Europe,Western Europe
474,2020,8907780.0,Austria,40503.04,57.9,Europe,Western Europe
475,1913,6573637.0,Austria,5523.0,17.546851790419247,Europe,Western Europe
476,1914,6557782.0,Austria,4584.0,17.58144879372353,Europe,Western Europe
477,1915,6541966.0,Austria,4229.0,17.59724818493236,Europe,Western Europe
478,1916,6526188.0,Austria,4189.0,17.594249964045737,Europe,Western Europe
479,1917,6510448.0,Austria,4122.0,17.57236859575083,Europe,Western Europe
480,1918,6494625.0,Austria,4073.0,17.531723650366185,Europe,Western Europe
481,1919,6486496.0,Austria,3601.0,17.472281092886092,Europe,Western Europe
482,1920,6486069.0,Austria,3845.0,17.39404092331054,Europe,Western Europe
483,1921,6493353.0,Austria,4224.0,17.33901426800506,Europe,Western Europe
484,1922,6508355.0,Austria,4586.0,17.34980438601561,Europe,Western Europe
485,1923,6531083.0,Austria,4530.0,17.426171179176517,Europe,Western Europe
486,1938,6709158.0,Austria,5673.0,26.4528539804655,Europe,Western Europe
487,1939,6715380.0,Austria,6529.0,27.579166224526894,Europe,Western Europe
488,1940,6725734.0,Austria,6311.0,28.77105514373864,Europe,Western Europe
489,1941,6740236.0,Austria,6722.0,29.952425836772896,Europe,Western Europe
490,1942,6758902.0,Austria,6349.0,31.037193082596033,Europe,Western Europe
491,1943,6781747.0,Austria,6480.0,32.02871225845683,Europe,Western Europe
492,1944,6804668.0,Austria,6618.0,32.926983364355294,Europe,Western Europe
493,1945,6827667.0,Austria,2750.0,33.73408385580889,Europe,Western Europe
494,1946,6850744.0,Austria,3118.0,34.445603347618416,Europe,Western Europe
495,1947,6873899.0,Austria,3453.0,35.0638747694656,Europe,Western Europe
496,2000,8190341.0,Azerbaijan,4214.8887,21.22520627,Asia,Western Asia
497,2001,8282030.0,Azerbaijan,4498.7944,18.92164865,Asia,Western Asia
498,2002,8372128.0,Azerbaijan,4880.4,27.95240792,Asia,Western Asia
499,2003,8462335.0,Azerbaijan,5408.523,28.74940133,Asia,Western Asia
500,2004,8556168.0,Azerbaijan,5971.4746,26.08619133,Asia,Western Asia
501,2005,8656243.0,Azerbaijan,7553.6265,22.79746304,Asia,Western Asia
502,2006,8763353.0,Azerbaijan,10160.346,26.95595304,Asia,Western Asia
503,2007,8878408.0,Azerbaijan,12699.498,26.04194668,Asia,Western Asia
504,2008,8999697.0,Azerbaijan,14072.627,31.21138626,Asia,Western Asia
505,2009,9119630.0,Azerbaijan,15384.293,33.88609144,Asia,Western Asia
506,2010,9237203.0,Azerbaijan,16153.837,31.76673568,Asia,Western Asia
507,2011,9359018.0,Azerbaijan,16176.0,34.64542411,Asia,Western Asia
508,1990,517429.0,Bahrain,6542.0,38.0233719,Asia,Western Asia
509,1991,535419.0,Bahrain,7059.957,34.0516248,Asia,Western Asia
510,1992,554480.0,Bahrain,7993.8926,35.80585568,Asia,Western Asia
511,1993,573762.0,Bahrain,9102.066,29.87265381,Asia,Western Asia
512,1994,593259.0,Bahrain,9935.004,28.26357034,Asia,Western Asia
513,1995,612941.0,Bahrain,10695.393,31.25412046,Asia,Western Asia
514,1996,632763.0,Bahrain,11640.821,28.09816486,Asia,Western Asia
515,1997,652651.0,Bahrain,12528.39,38.12171816,Asia,Western Asia
516,1998,672484.0,Bahrain,13776.008,28.89620025,Asia,Western Asia
517,1999,692138.0,Bahrain,15263.758,33.55072813,Asia,Western Asia
518,2000,711446.0,Bahrain,17021.723,26.68584799,Asia,Western Asia
519,2001,730263.0,Bahrain,18152.963,33.61927737,Asia,Western Asia
520,2002,748332.0,Bahrain,19487.842,37.14499599,Asia,Western Asia
521,2003,778260.0,Bahrain,21391.611,34.61843006,Asia,Western Asia
522,2004,833454.0,Bahrain,23389.602,31.58266007,Asia,Western Asia
523,2005,901928.0,Bahrain,25230.9,30.79869351,Asia,Western Asia
524,2006,970986.0,Bahrain,26840.125,29.38840772,Asia,Western Asia
525,2007,1040545.0,Bahrain,28884.697,28.41732595,Asia,Western Asia
526,2008,1110352.0,Bahrain,30612.498,28.0907362,Asia,Western Asia
527,2009,1179460.0,Bahrain,31729.566,31.17447476,Asia,Western Asia
528,2010,1213655.0,Bahrain,34057.715,35.27861111,Asia,Western Asia
529,2011,1212086.0,Bahrain,36372.0,32.05186875,Asia,Western Asia
530,1980,83929768.0,Bangladesh,875.0,15.02972137,Asia,Southern Asia
531,1981,86154832.0,Bangladesh,878.0,14.07790451,Asia,Southern Asia
532,1982,88555344.0,Bangladesh,869.0,14.4717196,Asia,Southern Asia
533,1983,91045480.0,Bangladesh,891.0,14.50498116,Asia,Southern Asia
534,1984,93534248.0,Bangladesh,918.0,12.9178603,Asia,Southern Asia
535,1985,95959104.0,Bangladesh,925.0,12.75571949,Asia,Southern Asia
536,1986,98271752.0,Bangladesh,944.0,13.47182125,Asia,Southern Asia
537,1987,100490256.0,Bangladesh,960.0,12.97905308,Asia,Southern Asia
538,1988,102688832.0,Bangladesh,964.0,12.74488073,Asia,Southern Asia
539,1989,104893672.0,Bangladesh,966.0,13.13420351,Asia,Southern Asia
540,1990,107147656.0,Bangladesh,1006.0,13.1601594,Asia,Southern Asia
541,1991,109242832.0,Bangladesh,1031.4299,13.03677859,Asia,Southern Asia
542,1992,111272104.0,Bangladesh,1062.4604,12.902535,Asia,Southern Asia
543,1993,113418760.0,Bangladesh,1095.6564,14.16165814,Asia,Southern Asia
544,1994,115614904.0,Bangladesh,1136.4185,14.53441822,Asia,Southern Asia
545,1995,117793336.0,Bangladesh,1182.9514,15.17462224,Asia,Southern Asia
546,1996,119876872.0,Bangladesh,1234.0841,14.43332291,Asia,Southern Asia
547,1997,122039232.0,Bangladesh,1291.5126,14.47574533,Asia,Southern Asia
548,1998,124350472.0,Bangladesh,1348.1499,14.49960685,Asia,Southern Asia
549,1999,126754824.0,Bangladesh,1412.9813,13.05904763,Asia,Southern Asia
550,2000,129193336.0,Bangladesh,1485.3092,14.82365272,Asia,Southern Asia
551,2001,131670488.0,Bangladesh,1551.1965,16.39801314,Asia,Southern Asia
552,2002,134139824.0,Bangladesh,1621.267,16.07581012,Asia,Southern Asia
553,2003,136503216.0,Bangladesh,1710.7313,15.97544215,Asia,Southern Asia
554,2004,138789728.0,Bangladesh,1812.6246,15.26783995,Asia,Southern Asia
555,2005,140912592.0,Bangladesh,1925.6062,15.83002209,Asia,Southern Asia
556,2006,142628832.0,Bangladesh,2057.6985,15.88033904,Asia,Southern Asia
557,2007,144135936.0,Bangladesh,2194.4224,15.32731018,Asia,Southern Asia
558,2008,145421328.0,Bangladesh,2321.0505,18.39041417,Asia,Southern Asia
559,2009,146706816.0,Bangladesh,2448.887,17.02778433,Asia,Southern Asia
560,2010,148391136.0,Bangladesh,2599.2083,16.71956462,Asia,Southern Asia
561,2011,150211008.0,Bangladesh,2772.0,17.99112519,Asia,Southern Asia
562,2012,152090656.0,Bangladesh,2914.0488,14.765434426193348,Asia,Southern Asia
563,2013,154030144.0,Bangladesh,3057.4697,14.836940276999425,Asia,Southern Asia
564,2014,155961312.0,Bangladesh,3216.8923,14.897307944434221,Asia,Southern Asia
565,2015,157830000.0,Bangladesh,3402.3213,14.946747769322123,Asia,Southern Asia
566,2016,159784576.0,Bangladesh,3598.5103,14.985259751663135,Asia,Southern Asia
567,2017,161793968.0,Bangladesh,3808.8728,15.012904453782935,Asia,Southern Asia
568,2018,163683952.0,Bangladesh,4056.6465,15.029530811735516,Asia,Southern Asia
569,2019,165516224.0,Bangladesh,4242.7515,15.035229327141206,Asia,Southern Asia
570,2020,167420944.0,Bangladesh,4418.9644,15.03,Asia,Southern Asia
571,1993,10480485.0,Belarus,9077.44,1.33885809,Europe,Eastern Europe
572,1994,10475397.0,Belarus,7932.001,0.379812782,Europe,Eastern Europe
573,1995,10461694.0,Belarus,6993.622,1.280231809,Europe,Eastern Europe
574,1996,10436455.0,Belarus,7128.3545,1.103133984,Europe,Eastern Europe
575,1997,10400926.0,Belarus,7885.0195,1.116194847,Europe,Eastern Europe
576,1998,10357472.0,Belarus,8481.967,11.54995156,Europe,Eastern Europe
577,1999,10308281.0,Belarus,8689.713,11.12506502,Europe,Eastern Europe
578,2000,10256489.0,Belarus,9110.9795,12.08605973,Europe,Eastern Europe
579,2001,10201212.0,Belarus,9462.374,47.56728714,Europe,Eastern Europe
580,2002,10135391.0,Belarus,9870.309,47.21007547,Europe,Eastern Europe
581,2003,10065881.0,Belarus,10492.987,47.49459535,Europe,Eastern Europe
582,2004,9999713.0,Belarus,11615.686,46.99984288,Europe,Eastern Europe
583,2005,9935166.0,Belarus,12629.558,48.39052664,Europe,Eastern Europe
