Year,Population (England),d/day,silver purity,penny weight in g,Ag per penny g,£/kg,g. Ag/day,bread d/lb,Cost in d for 2500 Kcal,Minutes Req,Cost in Silver for 2500 Kcal Bread,min per g Ag,60 min labour in silver,60 min labour in bread
1214,3792773.1842374434,1.2535427040951874,0.9299999999999999,1.4459999313860479,1.3399999019740858,3.120000098005318,1.7003419094561227,0.13141054081806408,0.2737719600510265,104.66657922901283,0.36782398012306533,286.1336110436288,0.20931459459940605,0.6328354666294533
1215,3828821.2288894327,1.25528040727034,0.9299999999999999,1.4459999081063137,1.3399998687152934,3.1200001312571226,1.7040293430215927,0.13349626002419296,0.2781172083879819,106.16059718171357,0.3740499733791053,285.6968005048599,0.20979633205277592,0.6243332142358751
1216,3863603.5752302683,1.2569956778638656,0.93,1.4459998921780752,1.3399998459592777,3.1200001540083573,1.707394429145336,0.1353422784283864,0.2819630800538988,107.48176735987725,0.37955196876481695,285.28424592570235,0.21029436294192377,0.6178843047034267
1217,3895112.625511742,1.2573252724335944,0.9299999999999998,1.445999893403324,1.3399998477097403,3.1200001522582617,1.7086740379050476,0.13681566162806383,0.285032628378059,108.62629273078772,0.3838979691197622,285.2082885856375,0.2105637451812201,0.612226528513615
1218,3923348.3797338563,1.2562691909795267,0.9300000000000002,1.4459999117820617,1.339999873966682,3.120000126006838,1.7078681693007294,0.13791640962322527,0.2873258533604627,109.59417329444504,0.38708797444394116,285.4689284846655,0.21060447877066493,0.6073598856664401
1219,3948310.8378966083,1.2538274335016615,0.93,1.4459999473142866,1.3399999247301018,3.1200000752540835,1.7049768233323799,0.13864452241387062,0.2888427550011096,110.38540905084912,0.3891219847373537,286.06616562278634,0.21041656371025821,0.6032843761619017
1220,3970000.0,1.25,0.93,1.446,1.34,3.12,1.7,0.139,0.2895833333,111.0,0.39,287.0,0.21,0.6
1221,3988415.866044031,1.2447868904745416,0.9300000000000002,1.4460000698392013,1.3400000997763772,3.1199999002445873,1.6929376993035894,0.13898284238161338,0.28954758825713384,111.4379461418977,0.3897220202318801,288.2704316163065,0.20935478763989032,0.5975067571807349
1222,4003558.4360287003,1.2381881049252863,0.9299999999999999,1.4460001568318905,1.3400002240592326,3.1199997759878446,1.6837899212431482,0.1385930495587107,0.28873551987251095,111.69924747654218,0.3882880454329937,289.8774604717058,0.20848092662992906,0.5958046477041065
1223,4015427.7099540094,1.2302036433522339,0.9299999999999999,1.4460002609780678,1.3400003728485665,3.119999627229771,1.672556665818676,0.13783062153129202,0.28714712814613147,111.78390400393346,0.385698075603341,291.82108656619783,0.20737841697011633,0.5948936715701145
1224,4024023.6878199577,1.220833505755385,0.9299999999999999,1.4460003822777332,1.3400005461443794,3.1199994539703697,1.6592379330301734,0.13669555829935734,0.28478241307799534,111.69191572407155,0.381952110742922,294.1013098997828,0.2060472586604521,0.5947738287787594
1225,4029346.369626545,1.2100776921347394,0.93,1.4460005207308868,1.3400007439466706,3.119999256209639,1.64383372287764,0.13518785986290663,0.2816413746681027,111.42328263695643,0.37705015085173677,296.71813047246053,0.20448745170093635,0.595445119330041
1226,4033321.341863008,1.1997156631433143,0.93,1.4460006175255693,1.340000882233228,3.119999117952136,1.6289228148948953,0.1336251326374234,0.27838569294876175,111.08078693888481,0.37198417889241253,299.2375006073414,0.2029686486053457,0.5964808003349191
1227,4037874.1910185856,1.191526879434128,0.9299999999999999,1.4460006138498218,1.34000087698184,3.119999123202421,1.617083988615759,0.1323249830383911,0.27567704795228104,110.76721082615335,0.3677461778275767,301.22537262753576,0.2017605018874567,0.5974541289043541
1228,4043004.917093278,1.1855113410071805,0.9300000000000004,1.446000509703645,1.3400007281925062,3.119999271960494,1.6083172440402316,0.1312874110658098,0.27351543967866054,110.4825542987621,0.3643361476572295,302.68174653304374,0.20086301154726952,0.5983651050383462
1229,4048713.5200870824,1.1816690478624712,0.9300000000000003,1.4460003050870376,1.3400004358652262,3.1199995642263536,1.602622581168312,0.13051241671967942,0.2719008681279002,110.22681735671097,0.3617540883813705,303.6066223238651,0.20027617758478392,0.5992137287368947
1230,4055000.0,1.18,0.93,1.446,1.34,3.12,1.6,0.13,0.2708333333,110.0,0.36,304.0,0.2,0.6
1231,4061864.3568320326,1.1805041974197679,0.9300000000000004,1.445999594442533,1.3399994205968286,3.120000579281435,1.6004495005352972,0.12975016090677155,0.27031283519496,109.80210222862925,0.35907388251311795,303.86187956144846,0.20003447879291786,0.6007239188276623
1232,4069306.590583178,1.183181640121774,0.9300000000000004,1.4459990884146359,1.3399986976557114,3.1200013020706567,1.6039710827742022,0.12976289943999408,0.2703393738127803,109.63312404259865,0.35897573592072435,303.1922610082104,0.20037961396353737,0.6013854852198813
1233,4077326.7012534365,1.1880323281060186,0.9299999999999999,1.4459984819163083,1.3399978311766478,3.120002168367665,1.6105647467167148,0.1300382155996675,0.27091294915346065,109.49306544190817,0.3597055602228191,301.9911443402857,0.2010354055118585,0.6019846991766569
1234,4085924.6888428098,1.1950562613725015,0.9300000000000002,1.4459977749475512,1.3399968211596387,3.1200031781724613,1.6202304923628366,0.1305761093857919,0.27203356121700123,109.38192642655792,0.36126335541940224,300.2585295576746,0.20200185343788135,0.6025215606979895
1235,4095100.553351296,1.2042534399212235,0.9300000000000002,1.4459969675083644,1.3399956676046836,3.1200043314850454,1.6329683197125666,0.13137658079836728,0.27370121000340203,109.29970699654783,0.363649121510474,297.99441666037706,0.20327895774160595,0.6029960697838789
1236,4104548.3735916787,1.2143103432762472,0.9300000000000002,1.445996402668508,1.339994860641354,3.120005138278825,1.6470686814852908,0.13234692574707327,0.27572276198953066,109.27351100681389,0.3665429578807077,295.53075043024927,0.20469374542600205,0.6032308932870579
1237,4113962.2283767406,1.2239134509616367,0.9299999999999999,1.4459964234977434,1.3399948903992207,3.120005108527211,1.6608220304003964,0.13339444014158955,0.27790508365225475,109.33044231229215,0.3696249639147772,293.19947564914764,0.20607324349403952,0.6030486980602596
1238,4123342.1177064828,1.2330627629773923,0.9300000000000005,1.445997029996071,1.3399957568782843,3.120004242230203,1.6742283664578836,0.13451912398191612,0.2802481749915744,109.47050091298262,0.3728951396126825,291.00059231707235,0.20741745194571834,0.6024494841034839
1239,4132688.0415809024,1.2417582793235131,0.9300000000000004,1.4459982221634895,1.3399974600785443,3.1200025393877993,1.6872876896577513,0.13572097726805293,0.2827520360074895,109.69368680888522,0.37635348497442345,288.9341004340231,0.20872637078103848,0.6014332514167305
1240,4142000.0,1.25,0.93,1.446,1.34,3.12,1.7,0.137,0.2854166667,110.0,0.38,287.0,0.21,0.6
