,Year,Population,Country,GDP per capita (OWiD),"Government Expenditure (IMF, Wiki, Statistica)",Region,Subregion
16932069,1990,5144626.0,Denmark,29412.0,61.99082,Europe,Northern Europe
16932070,1991,5158325.0,Denmark,29915.447,62.64265,Europe,Northern Europe
16932071,1992,5175466.0,Denmark,30573.574,63.11169,Europe,Northern Europe
16932072,1993,5193776.0,Denmark,30649.537,66.87545,Europe,Northern Europe
16932073,1994,5213801.0,Denmark,32359.297,66.29922,Europe,Northern Europe
16932074,1995,5235205.0,Denmark,33356.14,65.17492,Europe,Northern Europe
16932075,1996,5256002.0,Denmark,34325.44,64.58781,Europe,Northern Europe
16932076,1997,5277385.0,Denmark,35499.062,61.70673,Europe,Northern Europe
16932077,1998,5298991.0,Denmark,36361.23,60.90018,Europe,Northern Europe
16932078,1999,5319856.0,Denmark,37523.426,59.61616,Europe,Northern Europe
16932079,2000,5340662.0,Denmark,39021.176,57.35695,Europe,Northern Europe
16932080,2001,5360753.0,Denmark,39425.863,57.61225,Europe,Northern Europe
16932081,2002,5378700.0,Denmark,39709.37,57.74612,Europe,Northern Europe
16932082,2003,5396355.0,Denmark,39983.145,57.93489,Europe,Northern Europe
16932083,2004,5415583.0,Denmark,41178.562,57.11444,Europe,Northern Europe
16932084,2005,5436314.0,Denmark,42264.63,54.86854,Europe,Northern Europe
16932085,2006,5457863.0,Denmark,44025.484,53.35626,Europe,Northern Europe
16932086,2007,5479722.0,Denmark,44481.47,52.38736,Europe,Northern Europe
16932087,2008,5502752.0,Denmark,44246.4,53.31223,Europe,Northern Europe
16932088,2009,5526455.0,Denmark,42090.17,60.33388,Europe,Northern Europe
16932089,2010,5550850.0,Denmark,42932.4,60.34815,Europe,Northern Europe
16932090,2011,5576016.0,Denmark,43575.0,57.073535,Europe,Northern Europe
16932091,2012,5600955.0,Denmark,43509.613,58.66322283731376,Europe,Northern Europe
16932092,2013,5625393.0,Denmark,43743.61,58.59632957078633,Europe,Northern Europe
16932093,2014,5650654.0,Denmark,44215.633,58.42068812283321,Europe,Northern Europe
16932094,2015,5677795.0,Denmark,44940.887,58.136264741313965,Europe,Northern Europe
16932095,2016,5706856.0,Denmark,46018.984,57.74305942622861,Europe,Northern Europe
16932096,2017,5737286.0,Denmark,47022.01,57.23954744543526,Europe,Northern Europe
16932097,2018,5766689.0,Denmark,47717.457,56.62848023052296,Europe,Northern Europe
16932098,2019,5795879.0,Denmark,48238.656,55.90863108204455,Europe,Northern Europe
16932099,2020,5825638.0,Denmark,47171.086,55.08,Europe,Northern Europe
16932226,1991,628528.0,Djibouti,2013.3427,40.96512501,Africa,Sub-Saharan Africa
16932227,1992,623208.0,Djibouti,2141.634,52.40051318,Africa,Sub-Saharan Africa
16932228,1993,611239.0,Djibouti,2290.7847,53.06387079,Africa,Sub-Saharan Africa
16932229,1994,623482.0,Djibouti,2175.3618,47.99304216,Africa,Sub-Saharan Africa
16932230,1995,629628.0,Djibouti,2262.4287,39.90232432,Africa,Sub-Saharan Africa
16932231,1996,644659.0,Djibouti,2081.9954,35.35053249,Africa,Sub-Saharan Africa
16932232,1997,667793.0,Djibouti,2080.5134,35.93747202,Africa,Sub-Saharan Africa
16932233,1998,694931.0,Djibouti,1974.5657,34.07316287,Africa,Sub-Saharan Africa
16932234,1999,719381.0,Djibouti,1930.5078,33.56098435,Africa,Sub-Saharan Africa
16932235,2000,742046.0,Djibouti,1880.9988,33.06570512,Africa,Sub-Saharan Africa
16932236,2001,765496.0,Djibouti,1845.6991,29.73290776,Africa,Sub-Saharan Africa
16932237,2002,789140.0,Djibouti,1824.4551,33.23557632,Africa,Sub-Saharan Africa
16932238,2003,806412.0,Djibouti,1945.6655,36.65378873,Africa,Sub-Saharan Africa
16932239,2004,818380.0,Djibouti,2097.1233,37.84031744,Africa,Sub-Saharan Africa
16932240,2005,830863.0,Djibouti,2126.8052,37.26084794,Africa,Sub-Saharan Africa
16932241,2006,846957.0,Djibouti,2342.2192,37.84283024,Africa,Sub-Saharan Africa
16932242,2007,865202.0,Djibouti,2396.018,38.16530301,Africa,Sub-Saharan Africa
16932243,2008,882893.0,Djibouti,2463.4448,40.88097602,Africa,Sub-Saharan Africa
16932244,2009,901106.0,Djibouti,2521.5046,41.98786478,Africa,Sub-Saharan Africa
16932245,2010,919206.0,Djibouti,2543.8733,36.33771298,Africa,Sub-Saharan Africa
16932246,2011,936819.0,Djibouti,2590.0,35.62813888,Africa,Sub-Saharan Africa
16932758,1950,2381743.0,Dominican Republic,1637.0,22.782,Americas,Latin America and the Caribbean
16932759,1951,2455308.0,Dominican Republic,1780.0,21.1134,Americas,Latin America and the Caribbean
16932760,1952,2532760.0,Dominican Republic,1868.0,15.8621,Americas,Latin America and the Caribbean
16932761,1953,2614570.0,Dominican Republic,1790.0,20.0385,Americas,Latin America and the Caribbean
16932762,1954,2700720.0,Dominican Republic,1833.0,19.011,Americas,Latin America and the Caribbean
16932763,1955,2791109.0,Dominican Republic,1886.0,21.5248,Americas,Latin America and the Caribbean
16932764,1956,2885529.0,Dominican Republic,2008.0,21.6904,Americas,Latin America and the Caribbean
16932765,1957,2983696.0,Dominican Republic,2066.0,21.4566,Americas,Latin America and the Caribbean
16932766,1958,3085353.0,Dominican Republic,2104.0,21.9303,Americas,Latin America and the Caribbean
16932767,1959,3190239.0,Dominican Republic,2047.0,22.1264,Americas,Latin America and the Caribbean
16932768,1960,3298024.0,Dominican Republic,2075.0,20.1229,Americas,Latin America and the Caribbean
16932769,1961,3408420.0,Dominican Republic,1964.0,19.9568,Americas,Latin America and the Caribbean
16932770,1962,3521168.0,Dominican Republic,2222.0,15.6737,Americas,Latin America and the Caribbean
16932771,1963,3635808.0,Dominican Republic,2291.0,15.1262,Americas,Latin America and the Caribbean
16932772,1964,3752316.0,Dominican Republic,2365.0,16.6821,Americas,Latin America and the Caribbean
16932773,1965,3868717.0,Dominican Republic,2007.0,12.7621,Americas,Latin America and the Caribbean
16932774,1966,3987097.0,Dominican Republic,2206.0,15.2298,Americas,Latin America and the Caribbean
16932775,1967,4108923.0,Dominican Republic,2211.0,15.0287,Americas,Latin America and the Caribbean
16932776,1968,4230885.0,Dominican Republic,2150.0,15.4779,Americas,Latin America and the Caribbean
16932777,1969,4352958.0,Dominican Republic,2316.0,15.4534,Americas,Latin America and the Caribbean
16932778,1970,4475880.0,Dominican Republic,2488.0,13.3086,Americas,Latin America and the Caribbean
16932779,1971,4599848.0,Dominican Republic,2678.0,13.7739,Americas,Latin America and the Caribbean
16932780,1972,4724807.0,Dominican Republic,2928.0,14.0986,Americas,Latin America and the Caribbean
16932781,1973,4851190.0,Dominican Republic,3196.0,13.7472,Americas,Latin America and the Caribbean
16932782,1974,4978588.0,Dominican Republic,3295.0,14.6191,Americas,Latin America and the Caribbean
16932783,1975,5106460.0,Dominican Republic,3365.0,13.705,Americas,Latin America and the Caribbean
16932784,1976,5235324.0,Dominican Republic,3504.0,12.5029,Americas,Latin America and the Caribbean
16932785,1977,5365077.0,Dominican Republic,3586.0,11.383,Americas,Latin America and the Caribbean
16932786,1978,5495451.0,Dominican Republic,3583.0,12.2817,Americas,Latin America and the Caribbean
16932787,1979,5625872.0,Dominican Republic,3649.0,13.7538,Americas,Latin America and the Caribbean
16932788,1980,5755808.0,Dominican Republic,3781.0,13.383563,Americas,Latin America and the Caribbean
16932789,1981,5885248.0,Dominican Republic,3846.0,12.620065,Americas,Latin America and the Caribbean
16932790,1982,6014975.0,Dominican Republic,3826.0,10.650859,Americas,Latin America and the Caribbean
16932791,1983,6147216.0,Dominican Republic,3905.0,11.59826,Americas,Latin America and the Caribbean
16932792,1984,6282107.0,Dominican Republic,3830.0,10.076925,Americas,Latin America and the Caribbean
16932793,1985,6417803.0,Dominican Republic,3653.0,11.67571,Americas,Latin America and the Caribbean
16932794,1986,6554326.0,Dominican Republic,3682.0,12.01943,Americas,Latin America and the Caribbean
16932795,1987,6692727.0,Dominican Republic,3877.0,12.72903,Americas,Latin America and the Caribbean
16932796,1988,6834210.0,Dominican Republic,3821.0,14.3131,Americas,Latin America and the Caribbean
16932797,1989,6980041.0,Dominican Republic,4219.0,14.58726,Americas,Latin America and the Caribbean
16932798,1990,7129004.0,Dominican Republic,3939.0,12.25163,Americas,Latin America and the Caribbean
16932799,1991,7278410.0,Dominican Republic,3969.5686,11.48462,Americas,Latin America and the Caribbean
16932800,1992,7427347.0,Dominican Republic,4185.406,12.57192,Americas,Latin America and the Caribbean
16932801,1993,7576083.0,Dominican Republic,4490.016,14.19915,Americas,Latin America and the Caribbean
16932802,1994,7723940.0,Dominican Republic,4597.151,12.855129,Americas,Latin America and the Caribbean
16932803,1995,7869754.0,Dominican Republic,4851.629,11.809029,Americas,Latin America and the Caribbean
16932804,1996,8012315.0,Dominican Republic,5198.5664,12.092826,Americas,Latin America and the Caribbean
16932805,1997,8150078.0,Dominican Republic,5616.89,12.485851,Americas,Latin America and the Caribbean
16932806,1998,8282125.0,Dominican Republic,6012.6924,12.391149,Americas,Latin America and the Caribbean
16932807,1999,8411380.0,Dominican Republic,6419.7812,13.719169,Americas,Latin America and the Caribbean
16932808,2000,8540790.0,Dominican Republic,6788.084,12.334591,Americas,Latin America and the Caribbean
16932809,2001,8669038.0,Dominican Republic,6917.0303,14.025807,Americas,Latin America and the Caribbean
16932810,2002,8795104.0,Dominican Republic,7327.3657,17.45343,Americas,Latin America and the Caribbean
16932811,2003,8919857.0,Dominican Republic,7324.6973,18.6627,Americas,Latin America and the Caribbean
16932812,2004,9043135.0,Dominican Republic,7441.4478,18.51728,Americas,Latin America and the Caribbean
16932813,2005,9164770.0,Dominican Republic,8156.431,17.31748,Americas,Latin America and the Caribbean
16932814,2006,9284169.0,Dominican Republic,9059.885,18.40343,Americas,Latin America and the Caribbean
16932815,2007,9402209.0,Dominican Republic,9866.458,18.15945,Americas,Latin America and the Caribbean
16932816,2008,9522954.0,Dominican Republic,10225.529,20.52777,Americas,Latin America and the Caribbean
16932817,2009,9648061.0,Dominican Republic,10365.675,19.07821,Americas,Latin America and the Caribbean
16932818,2010,9775756.0,Dominican Republic,11276.461,17.99727,Americas,Latin America and the Caribbean
16932819,2011,9903743.0,Dominican Republic,11679.0,18.13044,Americas,Latin America and the Caribbean
16933559,2002,74393760.0,Egypt,7142.6865,42.14435207,Africa,Northern Africa
16933560,2003,75963328.0,Egypt,7365.8027,40.92451497,Africa,Northern Africa
16933561,2004,77522424.0,Egypt,7661.86,39.59876777,Africa,Northern Africa
16933562,2005,79075312.0,Egypt,8021.8833,38.9342316,Africa,Northern Africa
16933563,2006,80629664.0,Egypt,8509.614,43.51750529,Africa,Northern Africa
16933564,2007,82218760.0,Egypt,9130.598,40.52502753,Africa,Northern Africa
16933565,2008,83844784.0,Egypt,9698.017,40.80601563,Africa,Northern Africa
16933566,2009,85501064.0,Egypt,10159.002,38.73214898,Africa,Northern Africa
16933567,2010,87252416.0,Egypt,10719.291,38.67567462,Africa,Northern Africa
16933568,2011,89200056.0,Egypt,10737.0,37.38221904,Africa,Northern Africa
16934093,1980,282517.0,Equatorial Guinea,2613.0,69.18046828,Africa,Sub-Saharan Africa
16934094,1981,296959.0,Equatorial Guinea,2603.0,57.61285369,Africa,Sub-Saharan Africa
16934095,1982,315749.0,Equatorial Guinea,2533.0,61.59802426,Africa,Sub-Saharan Africa
16934096,1983,336756.0,Equatorial Guinea,2534.0,55.5062806,Africa,Sub-Saharan Africa
16934097,1984,358004.0,Equatorial Guinea,2437.0,43.98835495,Africa,Sub-Saharan Africa
16934098,1985,378386.0,Equatorial Guinea,2662.0,39.31570667,Africa,Sub-Saharan Africa
16934099,1986,397281.0,Equatorial Guinea,2534.0,41.1321213,Africa,Sub-Saharan Africa
16934100,1987,414778.0,Equatorial Guinea,2579.0,37.16297233,Africa,Sub-Saharan Africa
16934101,1988,431597.0,Equatorial Guinea,2577.0,74.20825372,Africa,Sub-Saharan Africa
16934102,1989,448434.0,Equatorial Guinea,2479.0,80.66484227,Africa,Sub-Saharan Africa
16934103,1990,465560.0,Equatorial Guinea,2474.0,77.65648757,Africa,Sub-Saharan Africa
16934104,1991,483153.0,Equatorial Guinea,2427.8804,75.28353599,Africa,Sub-Saharan Africa
16934105,1992,501343.0,Equatorial Guinea,2690.633,66.15841184,Africa,Sub-Saharan Africa
16934106,1993,520247.0,Equatorial Guinea,2880.204,65.90053682,Africa,Sub-Saharan Africa
16934107,1994,540005.0,Equatorial Guinea,3081.1526,44.37730343,Africa,Sub-Saharan Africa
16934108,1995,560744.0,Equatorial Guinea,3364.6326,33.58794657,Africa,Sub-Saharan Africa
16934109,1996,582588.0,Equatorial Guinea,4426.338,28.83945646,Africa,Sub-Saharan Africa
16934110,1997,605579.0,Equatorial Guinea,8445.645,19.84001911,Africa,Sub-Saharan Africa
16934111,1998,629743.0,Equatorial Guinea,9712.227,38.85841057,Africa,Sub-Saharan Africa
16934112,1999,655039.0,Equatorial Guinea,11690.135,24.45605667,Africa,Sub-Saharan Africa
16934113,2000,684986.0,Equatorial Guinea,12914.852,26.55715631,Africa,Sub-Saharan Africa
16934114,2001,719283.0,Equatorial Guinea,21167.742,16.74249737,Africa,Sub-Saharan Africa
16934115,2002,754127.0,Equatorial Guinea,24845.043,13.68859262,Africa,Sub-Saharan Africa
16934116,2003,789690.0,Equatorial Guinea,27571.158,18.40081482,Africa,Sub-Saharan Africa
16934117,2004,826368.0,Equatorial Guinea,33419.887,21.77373064,Africa,Sub-Saharan Africa
16934118,2005,864740.0,Equatorial Guinea,35569.707,17.45452421,Africa,Sub-Saharan Africa
16934119,2006,905425.0,Equatorial Guinea,36615.707,23.52961248,Africa,Sub-Saharan Africa
16934120,2007,948820.0,Equatorial Guinea,41277.754,24.9941618,Africa,Sub-Saharan Africa
16934121,2008,994982.0,Equatorial Guinea,47562.32,25.43123403,Africa,Sub-Saharan Africa
16934122,2009,1043698.0,Equatorial Guinea,47161.285,58.1193464,Africa,Sub-Saharan Africa
16934123,2010,1094538.0,Equatorial Guinea,42037.9,42.15619886,Africa,Sub-Saharan Africa
16934124,2011,1144590.0,Equatorial Guinea,43841.0,35.66925744,Africa,Sub-Saharan Africa
16934627,1995,1452777.0,Estonia,12881.278,39.70114837,Europe,Northern Europe
16934628,1996,1434670.0,Estonia,13547.661,37.95721829,Europe,Northern Europe
16934629,1997,1421491.0,Estonia,15074.775,35.47079433,Europe,Northern Europe
16934630,1998,1411151.0,Estonia,15593.005,38.26044537,Europe,Northern Europe
16934631,1999,1403494.0,Estonia,15335.106,39.72582903,Europe,Northern Europe
16934632,2000,1396881.0,Estonia,16806.975,35.26409525,Europe,Northern Europe
16934633,2001,1388000.0,Estonia,17696.61,33.54714283,Europe,Northern Europe
16934634,2002,1379241.0,Estonia,18589.15,34.437542,Europe,Northern Europe
16934635,2003,1370663.0,Estonia,19771.742,33.37992782,Europe,Northern Europe
16934636,2004,1362489.0,Estonia,20803.758,34.79961693,Europe,Northern Europe
16934637,2005,1354665.0,Estonia,22518.541,35.36885021,Europe,Northern Europe
16934638,2006,1346711.0,Estonia,24578.816,34.71135554,Europe,Northern Europe
16934639,2007,1340576.0,Estonia,26177.871,34.99911212,Europe,Northern Europe
16934640,2008,1337013.0,Estonia,24429.021,41.35317975,Europe,Northern Europe
16934641,2009,1334557.0,Estonia,20538.049,48.17325552,Europe,Northern Europe
16934642,2010,1331535.0,Estonia,20713.426,44.81960706,Europe,Northern Europe
16934643,2011,1327435.0,Estonia,21997.0,42.62489527,Europe,Northern Europe
16934894,1980,598568.0,Eswatini,2946.0,0.042547243,Africa,Sub-Saharan Africa
16934895,1981,616213.0,Eswatini,3049.0,17.70301906,Africa,Sub-Saharan Africa
16934896,1982,634449.0,Eswatini,3005.0,18.0835303,Africa,Sub-Saharan Africa
16934897,1983,655515.0,Eswatini,2888.0,17.24246128,Africa,Sub-Saharan Africa
16934898,1984,677313.0,Eswatini,2858.0,16.97277622,Africa,Sub-Saharan Africa
16934899,1985,702409.0,Eswatini,2812.0,18.9144571,Africa,Sub-Saharan Africa
16934900,1986,730156.0,Eswatini,3210.0,19.50265292,Africa,Sub-Saharan Africa
16934901,1987,758676.0,Eswatini,3403.0,17.53911016,Africa,Sub-Saharan Africa
16934902,1988,794440.0,Eswatini,3492.0,17.55554459,Africa,Sub-Saharan Africa
16934903,1989,825960.0,Eswatini,3668.0,17.70830151,Africa,Sub-Saharan Africa
16934904,1990,854020.0,Eswatini,3881.0,19.31391186,Africa,Sub-Saharan Africa
16934905,1991,889719.0,Eswatini,3851.2898,21.12090678,Africa,Sub-Saharan Africa
16934906,1992,925170.0,Eswatini,3901.4001,25.4221088,Africa,Sub-Saharan Africa
16934907,1993,953454.0,Eswatini,3982.2793,25.04268679,Africa,Sub-Saharan Africa
16934908,1994,953745.0,Eswatini,4134.208,25.6007133,Africa,Sub-Saharan Africa
16934909,1995,953586.0,Eswatini,4383.6777,22.68842083,Africa,Sub-Saharan Africa
16934910,1996,973593.0,Eswatini,4514.5493,24.42913485,Africa,Sub-Saharan Africa
16934911,1997,990740.0,Eswatini,4620.9185,23.53561145,Africa,Sub-Saharan Africa
16934912,1998,1005162.0,Eswatini,4712.536,24.61480709,Africa,Sub-Saharan Africa
16934913,1999,1018383.0,Eswatini,4827.286,28.30415361,Africa,Sub-Saharan Africa
16934914,2000,1030504.0,Eswatini,4894.5205,28.27174963,Africa,Sub-Saharan Africa
16934915,2001,1041400.0,Eswatini,4976.905,30.19280346,Africa,Sub-Saharan Africa
16934916,2002,1050818.0,Eswatini,5136.7246,32.32133318,Africa,Sub-Saharan Africa
16934917,2003,1058808.0,Eswatini,5377.5576,31.59935335,Africa,Sub-Saharan Africa
16934918,2004,1065776.0,Eswatini,5559.47,37.97832345,Africa,Sub-Saharan Africa
16934919,2005,1071895.0,Eswatini,5867.2334,36.36234049,Africa,Sub-Saharan Africa
16934920,2006,1077747.0,Eswatini,6187.766,33.49407824,Africa,Sub-Saharan Africa
16934921,2007,1084015.0,Eswatini,6467.8203,40.00480559,Africa,Sub-Saharan Africa
16934922,2008,1089885.0,Eswatini,6791.392,42.11335415,Africa,Sub-Saharan Africa
16934923,2009,1094890.0,Eswatini,7011.095,42.88320921,Africa,Sub-Saharan Africa
16934924,2010,1099926.0,Eswatini,7192.752,37.10383197,Africa,Sub-Saharan Africa
16934925,2011,1105379.0,Eswatini,7389.0,32.45486511,Africa,Sub-Saharan Africa
16935161,1980,34945472.0,Ethiopia,1033.0,13.72168562,Africa,Sub-Saharan Africa
16935162,1980,34945472.0,Ethiopia,1033.0,13.72168562,Africa,Sub-Saharan Africa
16935163,1980,38610000.0,Ethiopia,1033.0,13.2,Africa,Sub-Saharan Africa
16935164,1980,38610000.0,Ethiopia,1033.0,13.2,Africa,Sub-Saharan Africa
16935165,1981,35818844.0,Ethiopia,1009.0,14.50248586,Africa,Sub-Saharan Africa
16935166,1981,35818844.0,Ethiopia,1009.0,14.50248586,Africa,Sub-Saharan Africa
16935167,1981,39650000.0,Ethiopia,1009.0,13.900592857077328,Africa,Sub-Saharan Africa
16935168,1981,39650000.0,Ethiopia,1009.0,13.900592857077328,Africa,Sub-Saharan Africa
16935169,1982,37213396.0,Ethiopia,980.0,16.89168258,Africa,Sub-Saharan Africa
16935170,1982,37213396.0,Ethiopia,980.0,16.89168258,Africa,Sub-Saharan Africa
16935171,1982,40750000.0,Ethiopia,980.0,14.603881704446042,Africa,Sub-Saharan Africa
16935172,1982,40750000.0,Ethiopia,980.0,14.603881704446042,Africa,Sub-Saharan Africa
16935173,1983,38235184.0,Ethiopia,999.0,21.61975692,Africa,Sub-Saharan Africa
16935174,1983,38235184.0,Ethiopia,999.0,21.61975692,Africa,Sub-Saharan Africa
16935175,1983,41900000.0,Ethiopia,999.0,15.31177442356661,Africa,Sub-Saharan Africa
16935176,1983,41900000.0,Ethiopia,999.0,15.31177442356661,Africa,Sub-Saharan Africa
16935177,1984,39202892.0,Ethiopia,956.0,19.51961763,Africa,Sub-Saharan Africa
16935178,1984,39202892.0,Ethiopia,956.0,19.51961763,Africa,Sub-Saharan Africa
16935179,1984,42830000.0,Ethiopia,956.0,16.02427101443903,Africa,Sub-Saharan Africa
16935180,1984,42830000.0,Ethiopia,956.0,16.02427101443903,Africa,Sub-Saharan Africa
16935181,1985,40285960.0,Ethiopia,880.0,20.61495583,Africa,Sub-Saharan Africa
16935182,1985,40285960.0,Ethiopia,880.0,20.61495583,Africa,Sub-Saharan Africa
16935183,1985,43490000.0,Ethiopia,880.0,16.743342459817203,Africa,Sub-Saharan Africa
16935184,1985,43490000.0,Ethiopia,880.0,16.743342459817203,Africa,Sub-Saharan Africa
16935185,1986,41455312.0,Ethiopia,920.0,20.64410418,Africa,Sub-Saharan Africa
16935186,1986,41455312.0,Ethiopia,920.0,20.64410418,Africa,Sub-Saharan Africa
16935187,1986,44500000.0,Ethiopia,920.0,17.465059407540586,Africa,Sub-Saharan Africa
16935188,1986,44500000.0,Ethiopia,920.0,17.465059407540586,Africa,Sub-Saharan Africa
16935189,1987,42851960.0,Ethiopia,980.0,18.9737912,Africa,Sub-Saharan Africa
16935190,1987,42851960.0,Ethiopia,980.0,18.9737912,Africa,Sub-Saharan Africa
16935191,1987,45920000.0,Ethiopia,980.0,18.19138022701583,Africa,Sub-Saharan Africa
16935192,1987,45920000.0,Ethiopia,980.0,18.19138022701583,Africa,Sub-Saharan Africa
16935193,1988,44511536.0,Ethiopia,969.0,22.20176036,Africa,Sub-Saharan Africa
16935194,1988,44511536.0,Ethiopia,969.0,22.20176036,Africa,Sub-Saharan Africa
16935195,1988,47580000.0,Ethiopia,969.0,18.922304918242922,Africa,Sub-Saharan Africa
16935196,1988,47580000.0,Ethiopia,969.0,18.922304918242922,Africa,Sub-Saharan Africa
16935197,1989,46195952.0,Ethiopia,956.0,24.5093603,Africa,Sub-Saharan Africa
16935198,1989,46195952.0,Ethiopia,956.0,24.5093603,Africa,Sub-Saharan Africa
16935199,1989,49390000.0,Ethiopia,956.0,19.65985495192194,Africa,Sub-Saharan Africa
16935200,1989,49390000.0,Ethiopia,956.0,19.65985495192194,Africa,Sub-Saharan Africa
16935201,1990,47878076.0,Ethiopia,915.0,21.28070336,Africa,Sub-Saharan Africa
16935202,1990,47878076.0,Ethiopia,915.0,21.28070336,Africa,Sub-Saharan Africa
16935203,1990,51190000.0,Ethiopia,915.0,20.4,Africa,Sub-Saharan Africa
16935204,1990,51190000.0,Ethiopia,915.0,20.4,Africa,Sub-Saharan Africa
16935205,1991,49937436.0,Ethiopia,810.7901,17.86078424,Africa,Sub-Saharan Africa
16935206,1991,49937436.0,Ethiopia,810.7901,17.86078424,Africa,Sub-Saharan Africa
16935207,1991,53580000.0,Ethiopia,810.7901,21.144748919829908,Africa,Sub-Saharan Africa
16935208,1991,53580000.0,Ethiopia,810.7901,21.144748919829908,Africa,Sub-Saharan Africa
16935209,1992,52011560.0,Ethiopia,708.3693,14.94071989,Africa,Sub-Saharan Africa
16935210,1992,52011560.0,Ethiopia,708.3693,14.94071989,Africa,Sub-Saharan Africa
16935211,1992,55760000.0,Ethiopia,708.3693,21.894101711411665,Africa,Sub-Saharan Africa
16935212,1992,55760000.0,Ethiopia,708.3693,21.894101711411665,Africa,Sub-Saharan Africa
16935213,1993,53791672.0,Ethiopia,699.22723,14.84029023,Africa,Sub-Saharan Africa
16935214,1993,53791672.0,Ethiopia,699.22723,14.84029023,Africa,Sub-Saharan Africa
16935215,1993,57190000.0,Ethiopia,699.22723,22.650130333391537,Africa,Sub-Saharan Africa
16935216,1993,57190000.0,Ethiopia,699.22723,22.650130333391537,Africa,Sub-Saharan Africa
16935217,1994,55620212.0,Ethiopia,731.7509,19.56410126,Africa,Sub-Saharan Africa
16935218,1995,57476540.0,Ethiopia,744.1418,18.71197003,Africa,Sub-Saharan Africa
16935219,1996,59347656.0,Ethiopia,782.99414,20.04047555,Africa,Sub-Saharan Africa
16935220,1997,61233480.0,Ethiopia,815.14545,19.03168936,Africa,Sub-Saharan Africa
16935221,1998,63136492.0,Ethiopia,786.279,22.01262426,Africa,Sub-Saharan Africa
16935222,1999,65077584.0,Ethiopia,761.90326,27.71672341,Africa,Sub-Saharan Africa
16935223,2000,67031872.0,Ethiopia,771.7315,27.4659625,Africa,Sub-Saharan Africa
16935224,2001,69018936.0,Ethiopia,783.89636,24.1992702,Africa,Sub-Saharan Africa
16935225,2002,71073224.0,Ethiopia,793.9149,26.56992648,Africa,Sub-Saharan Africa
16935226,2003,73168848.0,Ethiopia,764.52826,28.67725458,Africa,Sub-Saharan Africa
16935227,2004,75301024.0,Ethiopia,771.4652,24.5967459,Africa,Sub-Saharan Africa
16935228,2005,77469944.0,Ethiopia,829.2432,24.02814263,Africa,Sub-Saharan Africa
16935229,2006,79691056.0,Ethiopia,880.6544,23.03993933,Africa,Sub-Saharan Africa
16935230,2007,81996184.0,Ethiopia,936.3743,21.37903862,Africa,Sub-Saharan Africa
16935231,2008,84357104.0,Ethiopia,989.9804,19.35061527,Africa,Sub-Saharan Africa
16935232,2009,86755584.0,Ethiopia,1043.5319,17.6093523,Africa,Sub-Saharan Africa
16935233,2010,89237800.0,Ethiopia,1106.383,19.042787,Africa,Sub-Saharan Africa
16935234,2011,91817936.0,Ethiopia,1199.0,18.73085709,Africa,Sub-Saharan Africa
16935235,2012,94451280.0,Ethiopia,1291.7769,17.322362196966225,Africa,Sub-Saharan Africa
16935236,2013,97084376.0,Ethiopia,1385.158,16.756284522608016,Africa,Sub-Saharan Africa
16935237,2014,99746768.0,Ethiopia,1488.9333,16.251305922559894,Africa,Sub-Saharan Africa
16935238,2015,102471896.0,Ethiopia,1601.2638,15.805798269458784,Africa,Sub-Saharan Africa
16935239,2015,103867140.0,Ethiopia,1601.2638,15.805798269458784,Africa,Sub-Saharan Africa
16935240,2016,105293232.0,Ethiopia,1722.3092,15.41976156330469,Africa,Sub-Saharan Africa
16935241,2017,108197944.0,Ethiopia,1840.3696,15.092382793635466,Africa,Sub-Saharan Africa
16935242,2018,111129440.0,Ethiopia,1936.8275,14.82545091547663,Africa,Sub-Saharan Africa
16935243,2019,114120592.0,Ethiopia,2030.6775,14.61798998426481,Africa,Sub-Saharan Africa
16935244,2020,117190920.0,Ethiopia,2121.8591,14.47,Africa,Sub-Saharan Africa
16936231,1882,2105853.0,Finland,1918.0,6.86274,Europe,Northern Europe
16936232,1883,2136348.0,Finland,1961.0,7.2549,Europe,Northern Europe
16936233,1884,2167285.0,Finland,1943.0,7.64706,Europe,Northern Europe
16936234,1885,2198670.0,Finland,1962.0,8.8,Europe,Northern Europe
16936235,1886,2230510.0,Finland,2034.0,8.16327,Europe,Northern Europe
16936236,1887,2262810.0,Finland,2034.0,8.95833,Europe,Northern Europe
16936237,1888,2295579.0,Finland,2075.0,7.45098,Europe,Northern Europe
16936238,1889,2327324.0,Finland,2115.0,6.60714,Europe,Northern Europe
16936239,1890,2358016.0,Finland,2201.0,6.16667,Europe,Northern Europe
16936240,1891,2387621.0,Finland,2152.0,6.19048,Europe,Northern Europe
16936241,1892,2416106.0,Finland,2040.0,6.55738,Europe,Northern Europe
16936242,1893,2443438.0,Finland,2138.0,6.77419,Europe,Northern Europe
16936243,1894,2471079.0,Finland,2230.0,7.34375,Europe,Northern Europe
16936244,1895,2499032.0,Finland,2378.0,8.18182,Europe,Northern Europe
16936245,1896,2527302.0,Finland,2503.0,7.36111,Europe,Northern Europe
16936246,1897,2555892.0,Finland,2589.0,6.75,Europe,Northern Europe
16936247,1898,2584805.0,Finland,2659.0,10.7955,Europe,Northern Europe
16936248,1899,2613453.0,Finland,2562.0,7.44445,Europe,Northern Europe
16936249,1900,2641827.0,Finland,2659.0,6.80412,Europe,Northern Europe
